ContigName	GO
4709725	GO:0005737, GO:0032433, GO:0016459, GO:0001917, GO:0001750, GO:0032426, GO:0005524, GO:0000146, GO:0004674, GO:0018105, GO:0018107, GO:0051491, GO:0046777, GO:0050896, GO:0007601
4709745	No_GOcodes
4709765	GO:0005737, GO:0005856, GO:0005794, GO:0016021, GO:0034993, GO:0005635, GO:0031965, GO:0005640, GO:0005654, GO:0005634, GO:0045211, GO:0030017, GO:0003779, GO:0051015, GO:0042802, GO:0005521, GO:0044822, GO:0042803, GO:0090286, GO:0040023, GO:0007030, GO:0042692, GO:0090292, GO:0006997
4709767	GO:0005813, GO:0005929, GO:0005737, GO:0005829, GO:0005634, GO:0000922, GO:0016197, GO:0000086, GO:0000278, GO:0006996, GO:0051492
4709769	GO:0005737, GO:0005856, GO:0012505, GO:0016020, GO:0005634, GO:0005524, GO:0020037, GO:0042393, GO:0035401, GO:0004715, GO:0004713, GO:0042977, GO:0002250, GO:0019221, GO:0030218, GO:0035409, GO:0045087, GO:0060397, GO:0042517, GO:0046777, GO:0007165
4709775	GO:0005634, GO:0003677, GO:0046872, GO:0006355, GO:0006351
4709779	GO:0005776, GO:0030424, GO:0005814, GO:0030136, GO:0005737, GO:0030659, GO:0005829, GO:0030425, GO:0005783, GO:0005794, GO:0016234, GO:0005770, GO:0005739, GO:0043025, GO:0071598, GO:0005654, GO:0005634, GO:0014069, GO:0043234, GO:0048487, GO:0050809, GO:0034452, GO:0045505, GO:0042802, GO:0044325, GO:0002039, GO:0005522, GO:0008134, GO:0009952, GO:0008088, GO:0007569, GO:0000052, GO:0008340, GO:0007212, GO:0007029, GO:0016197, GO:0006888, GO:0000132, GO:0007030, GO:0007625, GO:0042445, GO:0030073, GO:0055072, GO:0051938, GO:0019244, GO:0007626, GO:0051028, GO:2000117, GO:2001237, GO:0043524, GO:0021990, GO:0051402, GO:0048666, GO:0021988, GO:0048513, GO:0048341, GO:0045724, GO:0031587, GO:1902857, GO:0006606, GO:0071539, GO:0019805, GO:0046902, GO:0051881, GO:0034047, GO:0048167, GO:0051592, GO:0006890, GO:0035176, GO:0007283, GO:0021756, GO:0000050, GO:0047496, GO:0008542
4709801	GO:0032281, GO:0045202, GO:0048172
4709803	GO:0005737, GO:0005856, GO:0005925, GO:0005096, GO:0005543, GO:0030036, GO:0051056, GO:0007165
4709805	GO:0034707, GO:0016021, GO:0005886, GO:0005254
4709807	GO:0005737, GO:0016020, GO:0005654, GO:0005524, GO:0003677, GO:0007049, GO:0006260
4709815	GO:0005789, GO:0005793, GO:0033116, GO:0070062, GO:0016021, GO:0047198, GO:0004468, GO:0050435, GO:0044267, GO:0006749, GO:0043066, GO:0018003, GO:0010628, GO:0042493
4709817	GO:0005737, GO:0072687, GO:0036449, GO:0030496, GO:0097431, GO:0005634, GO:0021987, GO:0048589, GO:0021873, GO:0051661, GO:0008584, GO:0007067, GO:0045769, GO:0045665, GO:0001764, GO:0097150, GO:0048477, GO:0090263, GO:0002052, GO:0051445, GO:0007283, GO:0090306, GO:0051653
4709821	GO:0005829, GO:0005666, GO:0005654, GO:0003677, GO:0003899, GO:0046872, GO:0032549, GO:0051607, GO:0010467, GO:0045087, GO:0045089, GO:0032728, GO:0032481, GO:0006386, GO:0006385, GO:0006383
4709839	GO:0005622, GO:0016849, GO:0009190, GO:0035556
4709849	GO:0016324, GO:0005737, GO:0005615, GO:0005634, GO:0060348, GO:0006874, GO:0071320, GO:0071385, GO:0071456, GO:0035988, GO:0046697, GO:0007566, GO:0001886, GO:0003421, GO:0051926, GO:0030336, GO:0010596, GO:1903403, GO:0001503, GO:0090280, GO:0044070, GO:0086004, GO:0033280
4709851	GO:0031966, GO:0047620, GO:0005524, GO:0001729, GO:0004143, GO:0046513, GO:0046486
4709853	GO:0005654, GO:0016568, GO:0006281, GO:0006355, GO:0006351
4709867	GO:0070062, GO:0005622, GO:0016020, GO:0005089, GO:0030334, GO:0007264
4709869	GO:0005737, GO:0005829, GO:0005622, GO:0016020, GO:0001664, GO:0005096, GO:0005089, GO:0030036, GO:0097190, GO:0007411, GO:0000910, GO:0030010, GO:0007186, GO:0006928, GO:0048011, GO:0043065, GO:0043547, GO:0045893, GO:0001558, GO:0035023, GO:0051056, GO:0007266, GO:0007264, GO:0006941
4709887	GO:0005737, GO:0005634, GO:0003677, GO:0046872, GO:0045892, GO:0006351
4709891	GO:0005737, GO:0070062, GO:0000790, GO:0005654, GO:0005634, GO:0090575, GO:0050681, GO:0003682, GO:0004402, GO:0016922, GO:0030374, GO:0035257, GO:0047485, GO:0046966, GO:0003713, GO:0001135, GO:0001077, GO:0030521, GO:0071392, GO:0032870, GO:0016573, GO:0060713, GO:0060744, GO:0035264, GO:2000737, GO:0010628, GO:0045618, GO:0045944, GO:0045893, GO:0035624, GO:2001141, GO:2000035, GO:2000036, GO:0072091, GO:0060068
4709927	GO:0030014, GO:0030015, GO:0000932, GO:0005829, GO:0005622, GO:0005634, GO:0000175, GO:0046872, GO:0004535, GO:0003723, GO:0003700, GO:0043928, GO:0010467, GO:0035195, GO:0008285, GO:0017148, GO:0000288, GO:0000289, GO:0008284, GO:0061014, GO:0006355, GO:0090503, GO:0006351
4709931	GO:0005737, GO:0005634, GO:0005819, GO:0044822, GO:0008270, GO:0097190, GO:0006351
4709937	GO:0000910, GO:0000226
4709939	GO:0006915, GO:0043065, GO:0007165
4709941	GO:0005739, GO:0004029, GO:0031406, GO:0051287, GO:0004777, GO:0009013, GO:0006083, GO:0007417, GO:0006681, GO:0009450, GO:0009448, GO:0006006, GO:0006678, GO:0006536, GO:0006541, GO:0006749, GO:0006650, GO:0042135, GO:0055114, GO:0009791, GO:0051289, GO:0022904, GO:0046459, GO:0006105
4709943	GO:0005737, GO:0005829, GO:0005634, GO:0003677, GO:0003726, GO:0003692, GO:0003723, GO:0045087, GO:0032481, GO:0060340
4709945	GO:0005509
4709949	No_GOcodes
4709959	GO:1990597, GO:0030424, GO:0044300, GO:0044301, GO:0005737, GO:0005829, GO:0030425, GO:0030139, GO:0070062, GO:0031235, GO:0043025, GO:0032809, GO:1990032, GO:0005886, GO:0071889, GO:0005123, GO:0005096, GO:0042802, GO:0019900, GO:0031434, GO:0031435, GO:0043548, GO:0036312, GO:0032266, GO:0070273, GO:0032403, GO:0042803, GO:0019901, GO:0051721, GO:0017124, GO:0035591, GO:0043184, GO:0007257, GO:0000186, GO:0000185, GO:0006987, GO:0001525, GO:0007411, GO:0007049, GO:0021814, GO:0044257, GO:0071364, GO:0071347, GO:0071222, GO:0071356, GO:0035924, GO:0072577, GO:0007173, GO:0008625, GO:0038095, GO:0008543, GO:0007252, GO:0006954, GO:0045087, GO:0008286, GO:0070059, GO:0021819, GO:0000165, GO:0016525, GO:0090090, GO:0035414, GO:0008285, GO:2000599, GO:0010596, GO:0042059, GO:0010633, GO:0050680, GO:0010719, GO:0070373, GO:0048147, GO:0070317, GO:0034260, GO:0043124, GO:0043407, GO:0032088, GO:0043553, GO:0014067, GO:0001933, GO:0071901, GO:0046580, GO:0034144, GO:0000122, GO:0045892, GO:0030948, GO:1900747, GO:0048812, GO:0048011, GO:0043065, GO:2001235, GO:0071158, GO:1900006, GO:0043547, GO:1903896, GO:0046330, GO:0043507, GO:0043410, GO:2001224, GO:0010976, GO:1901800, GO:0045732, GO:0071902, GO:0090129, GO:0045944, GO:0007265, GO:0038026, GO:0040008, GO:0043087, GO:0043122, GO:1900744, GO:0043254, GO:0043497, GO:0007264, GO:0006927, GO:0035148, GO:0048010, GO:0036324
4709967	GO:0005789, GO:0005887, GO:0043231, GO:0016020, GO:0005524, GO:0019829, GO:0046872, GO:0098655, GO:0006874, GO:0034220, GO:0055085
4709969	GO:0009986, GO:0070062, GO:0005887, GO:0005886, GO:0001851, GO:0004877, GO:0001855, GO:0001861, GO:0001618, GO:0006958, GO:0002430, GO:0045087, GO:0045957, GO:0045959, GO:1900004, GO:1900005, GO:0030449
4709973	GO:0009986, GO:0070062, GO:0005887, GO:0005886, GO:0097197, GO:0019899, GO:0090002, GO:0045747, GO:0051604
4709979	GO:0043296, GO:0030054, GO:0005813, GO:0032154, GO:0005737, GO:0045111, GO:0030027, GO:0030496, GO:0005654, GO:0005634, GO:0048471, GO:0005886, GO:0043234, GO:0005524, GO:0042826, GO:0016301, GO:0044822, GO:0004697, GO:0004674, GO:0070063, GO:0043297, GO:0006915, GO:0007155, GO:0007049, GO:0051301, GO:0010631, GO:0032467, GO:0045931, GO:0045070, GO:0006468, GO:2000145, GO:0006355, GO:0007165, GO:0006351
4709985	GO:0005634, GO:0043565, GO:0003707, GO:0004887, GO:0008270, GO:0006351
4709999	GO:0016607, GO:0005654, GO:0044822, GO:0080009, GO:0006397, GO:0008380
4710003	GO:0030054, GO:0014069, GO:0045211
4710015	GO:0005737, GO:0005089, GO:0035023
4710017	GO:0005884, GO:0005737, GO:0016328, GO:0016020, GO:0097427, GO:0005886, GO:0005524, GO:0008289, GO:0000287, GO:0004674, GO:0050321, GO:0030010, GO:0045197, GO:0035556, GO:0001764, GO:0010976, GO:0046777, GO:0006468, GO:0050770, GO:0051493, GO:0016055
4710031	GO:0005829, GO:0005634, GO:0001726, GO:0001784, GO:0044822, GO:0002820, GO:0050869, GO:0050732
4710035	GO:0008234
4710043	No_GOcodes
4710045	GO:0016021, GO:0005739, GO:0004674
4710053	GO:0032444, GO:0000790, GO:0005654, GO:0005634, GO:0005667, GO:0050681, GO:0043425, GO:0070410, GO:0035326, GO:0019904, GO:0070412, GO:0001104, GO:0000981, GO:0043565, GO:0046332, GO:0003700, GO:0044212, GO:0001205, GO:0001190, GO:0009653, GO:0035909, GO:0048318, GO:0003215, GO:0030154, GO:0035054, GO:0001947, GO:2000824, GO:0060766, GO:0033147, GO:1900164, GO:0003151, GO:0045944, GO:0045893, GO:0003139, GO:0007179, GO:0003222
4710059	GO:0031224, GO:0008076, GO:0005242, GO:0005546, GO:0086008, GO:0086002, GO:0015693, GO:0010107, GO:0006813, GO:0051289, GO:0086091, GO:0060306, GO:0014861, GO:0055119, GO:0090076
4710061	GO:0016021, GO:0005886, GO:0008028, GO:0015293, GO:0034220, GO:0015718, GO:0046415
4710071	No_GO
4710093	GO:0005737, GO:0005634, GO:0005886, GO:0003677, GO:0046872, GO:0003416, GO:0060485, GO:0060021, GO:0006355, GO:0043586, GO:0006351
4710099	GO:0005737, GO:0015630, GO:0005654, GO:0005634, GO:0046872, GO:0043565, GO:0003700, GO:0045892, GO:0006355, GO:0006351
4710101	GO:0000801, GO:0000711, GO:0007130
4710103	GO:0097542, GO:0005929, GO:0005737, GO:0005856, GO:0030991, GO:0031514, GO:0031513, GO:0005654, GO:0032391, GO:0072372, GO:0042384, GO:0035721, GO:0006996
4710107	GO:0005871, GO:0005874, GO:0005524, GO:0003777, GO:0007018
4710123	GO:0005938, GO:0030427, GO:0090527, GO:0000902, GO:0031175, GO:0006355, GO:0006351
4710125	GO:0005737, GO:0005874, GO:0016460, GO:0051015, GO:0051017, GO:0000902
4710143	GO:0005813, GO:0005654, GO:0005634, GO:0003677, GO:0046872, GO:0003700, GO:0045892, GO:0006351
4710151	GO:0031085, GO:0005737, GO:0005764, GO:0042470, GO:0016020, GO:0042827, GO:0046983, GO:0042803, GO:0007596, GO:0007599, GO:0007040, GO:0030318, GO:0048075, GO:1903955, GO:0050821, GO:0006605
4710155	GO:0097546, GO:0097543, GO:0005929, GO:0005829, GO:0072372, GO:0003283, GO:0060271, GO:0060027, GO:0071908, GO:0007368, GO:0071910, GO:0035469, GO:0071909, GO:0060287, GO:0007163, GO:0030198, GO:0001947, GO:0001822, GO:0060993, GO:0006629, GO:0030324, GO:0048496, GO:0090090, GO:0006996, GO:0045494, GO:0030814, GO:2000167, GO:2000095, GO:0072189, GO:0016055
4710169	GO:0005634, GO:0046872, GO:0000977, GO:0001227, GO:0007411, GO:0001779, GO:0000122, GO:0045892, GO:0006357, GO:0006351
4710179	GO:0003676, GO:0000166
4710195	GO:0005769, GO:0005794, GO:0016021, GO:0048471, GO:0055037, GO:0005524, GO:0070853, GO:0004864, GO:0004674, GO:0045022, GO:0032456, GO:0043086, GO:0018105, GO:0018107, GO:0046777, GO:0006468, GO:0001881, GO:0033572
4710199	GO:0016021, GO:0030658, GO:0042589, GO:0007049, GO:0051301, GO:0008283, GO:0006931, GO:0032023
4710231	GO:0005737, GO:0016477, GO:0007010, GO:0008360
4710245	GO:0005789, GO:0016021, GO:0031965, GO:0005643, GO:0017056, GO:0051028, GO:0006999, GO:0015031
4710247	GO:0030054, GO:0005737, GO:0005856, GO:0045211, GO:0042383, GO:0005200, GO:0008270, GO:0016203
4710261	GO:0005615, GO:0043066, GO:0090201, GO:0046326, GO:0045725
4710277	GO:0005634, GO:0003677, GO:0006355
4710289	GO:0000785, GO:0005737, GO:0042555, GO:0015630, GO:0000784, GO:0005664, GO:0005654, GO:0005634, GO:0005524, GO:0003677, GO:0003678, GO:0003688, GO:0046872, GO:0007049, GO:0071353, GO:0006260, GO:0006270, GO:0006271, GO:0006268, GO:0000082, GO:0000278, GO:0006334
4710309	GO:0005737, GO:0005794, GO:0043231, GO:0005739, GO:0005654, GO:0005634, GO:0005524, GO:0003677, GO:0003910, GO:0003909, GO:0046872, GO:0009653, GO:0006284, GO:0051301, GO:0071897, GO:0006266, GO:0006259, GO:0006281, GO:0006271, GO:0006303, GO:0070911, GO:0006273, GO:0006298, GO:0000278, GO:0006289, GO:0006297, GO:1903461, GO:1903469, GO:0042542, GO:0000723, GO:0000722, GO:0032201, GO:0006283
4710329	GO:0016021, GO:0005886, GO:0030154, GO:0007399
4710331	GO:0004252
4710335	GO:0005737, GO:0005789, GO:0005887, GO:0005886, GO:0005548, GO:0015293, GO:0060856, GO:0015908, GO:1990379, GO:0015914, GO:0045056, GO:0055085
4710337	GO:0005634, GO:0003677, GO:0003700, GO:0030154, GO:0051321, GO:0007275, GO:0007283, GO:0006351
4710347	GO:0005637
4710349	GO:0005858, GO:0005874, GO:0005524, GO:0016887, GO:0003777, GO:0001539, GO:0007018
4710357	GO:0005911, GO:0070062, GO:0030175, GO:0005925, GO:0005887, GO:0030027, GO:0005634, GO:0048471, GO:0005886, GO:0005509, GO:0007015, GO:0009653, GO:0007155, GO:0016477, GO:0007267, GO:0007163, GO:0007156, GO:0016337
4710385	GO:0005576
4710393	GO:0005783, GO:0004013, GO:0006730
4710395	GO:0005930, GO:0005856, GO:0005634, GO:0008233, GO:0035082, GO:0060294
4710397	GO:0005634, GO:0003677, GO:0006355
4710405	GO:0005654, GO:0005634, GO:0001047, GO:0003677, GO:0046872, GO:0000978, GO:0000979, GO:0003713, GO:0003700, GO:0001077, GO:0045944, GO:0006357, GO:0046686, GO:0010038, GO:0006979, GO:0006366
4710411	GO:0005654, GO:0005634, GO:0097237
4710431	GO:0016021, GO:0005635
4710435	GO:0005737, GO:0070062, GO:0016853, GO:0009058, GO:0030277, GO:0010633, GO:0050680, GO:0010719, GO:0060394, GO:0060392, GO:0030512
4710439	GO:0000139, GO:0008454, GO:0006491, GO:0043687, GO:0018279
4710443	GO:0005737, GO:0016021, GO:0016874, GO:0061630, GO:0042593, GO:0006006, GO:0016567
4710469	GO:0005634, GO:0046872, GO:0044822
4710491	GO:0005509
4710495	GO:0016021, GO:0004867
4710497	GO:0000785, GO:0010369, GO:0005794, GO:0031618, GO:0005654, GO:0005634, GO:0035861, GO:0001741, GO:0004468, GO:0046872, GO:0007059, GO:0006302, GO:0002244, GO:0000278, GO:0034421, GO:0071168, GO:0006275
4710499	GO:0016021, GO:0043231, GO:0005765, GO:0005764, GO:0005654, GO:0022891, GO:0007040, GO:0055085
4710507	GO:0034464, GO:0034451, GO:0060170, GO:0035869, GO:0005929, GO:0005829, GO:0016020, GO:0000242, GO:0042384, GO:0045444, GO:0006996, GO:0061512, GO:0015031, GO:0050896, GO:0007601
4710513	No_GOcodes
4710529	GO:0005794, GO:0043231, GO:0005730, GO:0005524, GO:0004004, GO:0044822, GO:0042254, GO:0010501
4710531	No_GOcodes
4710537	GO:0005737, GO:0032590, GO:0016021, GO:0016020, GO:0032809, GO:0005634, GO:0004995, GO:0007568, GO:0042538, GO:0045777, GO:0010460, GO:0070474, GO:0042053, GO:0060259, GO:0042220, GO:0032355, GO:0043278, GO:0007217
4710549	GO:0030424, GO:0030054, GO:0005737, GO:0030425, GO:0070062, GO:0005794, GO:0014069, GO:0045211, GO:0005524, GO:0004674, GO:0031532, GO:0032147, GO:0048813, GO:0035556, GO:0000165, GO:0007275, GO:0045060, GO:0048812, GO:0046330, GO:0046777, GO:0006468, GO:2000311, GO:0042981, GO:0030334, GO:0022407, GO:0001952, GO:0007346, GO:0006950, GO:0031098, GO:0007268
4710551	GO:0015629, GO:0005737, GO:0017112, GO:0043547, GO:0015031, GO:0042147
4710577	GO:0080008, GO:0016567
4710581	GO:0005737, GO:0005794, GO:0005634, GO:0005524, GO:0035091, GO:0004674, GO:0045719, GO:0045727, GO:0046777, GO:0006468, GO:2000505, GO:0070092, GO:0043576
4710593	No_GOcodes
4710597	GO:0005654, GO:0046872, GO:0000977, GO:0003700, GO:0006355, GO:0006351
4710599	GO:0005737, GO:0005829, GO:0005794, GO:0016020, GO:0005086, GO:0016874, GO:0004842, GO:0021702, GO:0010507, GO:0050885, GO:0031175, GO:0043547, GO:0006810
4710615	GO:0072562, GO:0005938, GO:0009986, GO:0009897, GO:0070062, GO:0005576, GO:0005615, GO:1903561, GO:0005577, GO:0005886, GO:0031091, GO:0031093, GO:0005791, GO:0005198, GO:0006953, GO:0002250, GO:0007596, GO:0072377, GO:0072378, GO:0007160, GO:0043623, GO:0044267, GO:1990643, GO:0071354, GO:0071407, GO:0030198, GO:0042730, GO:0043152, GO:0045087, GO:0097421, GO:2000261, GO:2000352, GO:1902042, GO:0031639, GO:0030168, GO:0070527, GO:0002576, GO:0070374, GO:0045921, GO:0034116, GO:0090277, GO:0050714, GO:1900026, GO:0045907, GO:0006461, GO:0051258, GO:0051592, GO:0046898, GO:0032355, GO:0033595, GO:0043278, GO:0007165
4710623	GO:0005634, GO:0003677, GO:0046872, GO:0006355, GO:0006351
4710627	GO:0070062, GO:0016788, GO:0008270, GO:0009056, GO:0030855
4710631	GO:0072487, GO:0005654, GO:0003682, GO:0006325, GO:0043984
4710635	GO:0003676
4710645	GO:0005789, GO:0020037, GO:0005506, GO:0019825, GO:0008401, GO:0001972, GO:0008152, GO:0048387, GO:0034653, GO:0044281, GO:0006766, GO:0006805
4710681	GO:0010008, GO:0016021, GO:0005765, GO:0015297, GO:0005524, GO:0005247, GO:0006884, GO:0006821, GO:0034220, GO:1903959, GO:0009612, GO:0007165, GO:0055085
4710689	GO:0005737, GO:0043240, GO:0005635, GO:0005654, GO:0016874, GO:0061630, GO:0031625, GO:0004842, GO:0008270, GO:0006974, GO:0006281, GO:0007276, GO:0036297, GO:0002230, GO:0006513, GO:0042127, GO:0098792
4710699	No_GOcodes
4710711	GO:0005634, GO:0003677
4710729	GO:0034451, GO:0005814, GO:0005813, GO:0036064, GO:0005801, GO:0005737, GO:0005829, GO:0045171, GO:0016020, GO:0005874, GO:0031514, GO:0000242, GO:0048854, GO:0021696, GO:0042384, GO:0000086, GO:0001701, GO:0035108, GO:0000226, GO:0000278, GO:0035264, GO:0043066, GO:0061351, GO:0001764, GO:0021772, GO:0006996, GO:0090316, GO:0007051
4710731	GO:0005903, GO:0005829, GO:0005634, GO:0030695, GO:0005085, GO:0050790, GO:0007264
4710741	GO:0030424, GO:0005737, GO:0030425, GO:0031235, GO:0016020, GO:0043005, GO:0005730, GO:0005634, GO:0014069, GO:0043234, GO:0005096, GO:0008017, GO:0031210, GO:0008429, GO:0045545, GO:0030036, GO:0030325, GO:0048844, GO:0007420, GO:0048593, GO:0007154, GO:0021987, GO:0030199, GO:0030198, GO:0021897, GO:0048853, GO:0007507, GO:0001889, GO:0000165, GO:0001656, GO:0022011, GO:0048147, GO:0043407, GO:0043409, GO:0007406, GO:0048715, GO:0006469, GO:0046580, GO:0042992, GO:0001649, GO:0007422, GO:0014065, GO:0043473, GO:0045762, GO:0043065, GO:0043547, GO:0043525, GO:0007265, GO:0045765, GO:0045124, GO:0001952, GO:0045685, GO:0043087, GO:0045664, GO:0001666, GO:0014044, GO:0048745, GO:0021510, GO:0048485, GO:0008542, GO:0042060
4710743	GO:0005576, GO:0046872, GO:0008484
4710745	GO:0005923, GO:0016020, GO:0005634, GO:0005886, GO:0005524, GO:0004385, GO:0006915, GO:0046710, GO:0046037, GO:0035556, GO:0043507, GO:0016032
4710753	GO:0030054, GO:0030018, GO:0030036, GO:0055008, GO:0045216, GO:0003281
4710759	GO:0004867
4710761	GO:0005789, GO:0016021, GO:0005622, GO:0005886, GO:0031982, GO:0005229, GO:1902476, GO:0006821, GO:0034220, GO:0055085
4710769	GO:0080008, GO:0005622, GO:0016567
4710781	GO:0005923, GO:0005694, GO:0005737, GO:0070062, GO:0005794, GO:0005654, GO:0005634, GO:0003682, GO:0003677, GO:0046975, GO:0042800, GO:0008270, GO:0007267, GO:0006323, GO:0097676, GO:0032635, GO:0002674, GO:0043124, GO:0043409, GO:0045944, GO:0006366
4710833	GO:0005634, GO:0003677, GO:0046872, GO:0003700, GO:0006355, GO:0006351
4710837	GO:0042645, GO:0005739, GO:0035770, GO:0044822, GO:0004672, GO:0019843, GO:0045333, GO:1902775
4710847	GO:0005813, GO:0005829, GO:0016020, GO:0005874, GO:0005873, GO:0005819, GO:0005524, GO:0016887, GO:0003677, GO:0003777, GO:0003774, GO:0019886, GO:0007596, GO:0008283, GO:0007018, GO:0007067
4710855	No_GOcodes
4710865	GO:0016023, GO:0005829, GO:0005576, GO:0016021, GO:0005887, GO:0005634, GO:0005886, GO:0043235, GO:0005524, GO:0017134, GO:0005007, GO:0008201, GO:0042802, GO:0042803, GO:0004713, GO:0000186, GO:0001525, GO:0060117, GO:0007411, GO:0060445, GO:0048469, GO:0016477, GO:0002062, GO:0043009, GO:0030326, GO:0007173, GO:0038095, GO:0008543, GO:0035607, GO:0001701, GO:0045087, GO:0042472, GO:0008286, GO:0060484, GO:0000165, GO:0048762, GO:0030901, GO:0042474, GO:0021837, GO:0045668, GO:0000122, GO:0001764, GO:0048011, GO:0001759, GO:0042473, GO:0048339, GO:0018108, GO:0048015, GO:0060045, GO:0045787, GO:0008284, GO:0043406, GO:0043410, GO:0090080, GO:0002053, GO:0045666, GO:0010976, GO:0014068, GO:0010518, GO:0010863, GO:0046777, GO:0006468, GO:0007265, GO:0060665, GO:0045595, GO:2001239, GO:0048378, GO:0051930, GO:0007605, GO:0001501, GO:0048705, GO:0007264, GO:0019827, GO:0006351, GO:0001657, GO:0048010, GO:0021847
4710873	GO:0005737, GO:0045121, GO:0005634, GO:0003682, GO:0003677, GO:0045944, GO:0006351
4710881	GO:0000794, GO:0032545, GO:0005739, GO:0005730, GO:0005634, GO:0032040, GO:0034456, GO:0044822, GO:0006364, GO:0006409
4710887	No_GOcodes
4710903	No_GOcodes
4710923	GO:0005737, GO:0005856, GO:0005654, GO:0005634, GO:0004725, GO:0030971, GO:0003712, GO:0001946, GO:0008285, GO:0035335, GO:0006470, GO:0046825, GO:0006355, GO:0006351
4710935	GO:0005813, GO:0051298, GO:0051225
4710937	GO:0036156, GO:0005874, GO:0036126, GO:0005524, GO:0016887, GO:0003777, GO:0060294, GO:0003351, GO:0036159, GO:0030317
4710939	GO:0005634, GO:0003677
4710947	GO:0016021, GO:0005743, GO:0005509, GO:0051503, GO:0071277, GO:0043457, GO:0002082, GO:0051282, GO:0055085, GO:0097274
4710957	GO:0005911, GO:0031410, GO:0005829, GO:0031901, GO:0010008, GO:0000139, GO:0031902, GO:0045121, GO:0048471, GO:0000285, GO:0016308, GO:0005524, GO:0046872, GO:0043813, GO:0035556, GO:0032288, GO:1904562, GO:0006661, GO:0046854, GO:0036092, GO:0006644, GO:0034504, GO:2000785, GO:0042147, GO:0044281
4710961	GO:0030054, GO:0005615, GO:0016021, GO:0014069, GO:0045211, GO:0030672, GO:0045499, GO:0030215, GO:0021535, GO:0021549, GO:0042692, GO:0050919, GO:0048843, GO:0001755, GO:0001843, GO:0030335, GO:0032874, GO:0071526
4710969	No_GOcodes
4710971	GO:0005813, GO:0005929, GO:0005737, GO:0005829, GO:0005634, GO:0000922, GO:0016197, GO:0000086, GO:0000278, GO:0006996, GO:0051492
