"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"4757599",1298,"GO:0009897 // GO:0070062 // GO:0016021 // GO:0005886 // GO:0043235 // GO:0001848 // GO:0004875 // GO:0003677 // GO:0042803 // GO:0004888 // GO:0001618 // GO:0030183 // GO:0042100 // GO:0006958 // GO:0006955 // GO:0045087","B cell differentiation (GO:0030183);B cell proliferation (GO:0042100);complement activation, classical pathway (GO:0006958);immune response (GO:0006955);innate immune response (GO:0045087);","complement binding (GO:0001848);complement receptor activity (GO:0004875);DNA binding (GO:0003677);protein homodimerization activity (GO:0042803);transmembrane signaling receptor activity (GO:0004888);virus receptor activity (GO:0001618);","external side of plasma membrane (GO:0009897);extracellular exosome (GO:0070062);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);receptor complex (GO:0043235);","3D-structure;Alternative splicing;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Immunity;Innate immunity;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Sushi;Systemic lupus erythematosus;Transmembrane;Transmembrane helix.;"
"4757599",1564,"GO:0009897 // GO:0070062 // GO:0016021 // GO:0005886 // GO:0043235 // GO:0001848 // GO:0004875 // GO:0003677 // GO:0042803 // GO:0004888 // GO:0001618 // GO:0030183 // GO:0042100 // GO:0006958 // GO:0006955 // GO:0045087","B cell differentiation (GO:0030183);B cell proliferation (GO:0042100);complement activation, classical pathway (GO:0006958);immune response (GO:0006955);innate immune response (GO:0045087);","complement binding (GO:0001848);complement receptor activity (GO:0004875);DNA binding (GO:0003677);protein homodimerization activity (GO:0042803);transmembrane signaling receptor activity (GO:0004888);virus receptor activity (GO:0001618);","external side of plasma membrane (GO:0009897);extracellular exosome (GO:0070062);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);receptor complex (GO:0043235);","3D-structure;Alternative splicing;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Immunity;Innate immunity;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Sushi;Systemic lupus erythematosus;Transmembrane;Transmembrane helix.;"
"4757599",268,"GO:0009897 // GO:0070062 // GO:0016021 // GO:0005886 // GO:0043235 // GO:0001848 // GO:0004875 // GO:0003677 // GO:0042803 // GO:0004888 // GO:0001618 // GO:0030183 // GO:0042100 // GO:0006958 // GO:0006955 // GO:0045087","B cell differentiation (GO:0030183);B cell proliferation (GO:0042100);complement activation, classical pathway (GO:0006958);immune response (GO:0006955);innate immune response (GO:0045087);","complement binding (GO:0001848);complement receptor activity (GO:0004875);DNA binding (GO:0003677);protein homodimerization activity (GO:0042803);transmembrane signaling receptor activity (GO:0004888);virus receptor activity (GO:0001618);","external side of plasma membrane (GO:0009897);extracellular exosome (GO:0070062);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);receptor complex (GO:0043235);","3D-structure;Alternative splicing;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Immunity;Innate immunity;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Sushi;Systemic lupus erythematosus;Transmembrane;Transmembrane helix.;"
"4758217",648,"GO:0005737 // GO:0005829 // GO:0016020 // GO:0005634 // GO:0048471 // GO:0005840 // GO:0005524 // GO:0003725 // GO:0004694 // GO:0004715 // GO:0044822 // GO:0004672 // GO:0008601 // GO:0004674 // GO:0000186 // GO:0051607 // GO:0030968 // GO:0030683 // GO:0045087 // GO:0019048 // GO:0019054 // GO:0043066 // GO:0008285 // GO:0033689 // GO:0017148 // GO:0045071 // GO:0032722 // GO:0001819 // GO:0051092 // GO:1901224 // GO:0032874 // GO:0046777 // GO:0006468 // GO:1901532 // GO:1902036 // GO:1902033 // GO:1900225 // GO:0034047 // GO:0010998 // GO:0035455 // GO:0009615 // GO:0006351 // GO:0006412 // GO:0019058","activation of MAPKK activity (GO:0000186);defense response to virus (GO:0051607);endoplasmic reticulum unfolded protein response (GO:0030968);evasion or tolerance by virus of host immune response (GO:0030683);innate immune response (GO:0045087);modulation by virus of host morphology or physiology (GO:0019048);modulation by virus of host process (GO:0019054);negative regulation of apoptotic process (GO:0043066);negative regulation of cell proliferation (GO:0008285);negative regulation of osteoblast proliferation (GO:0033689);negative regulation of translation (GO:0017148);negative regulation of viral genome replication (GO:0045071);positive regulation of chemokine production (GO:0032722);positive regulation of cytokine production (GO:0001819);positive regulation of NF-kappaB transcription factor activity (GO:0051092);positive regulation of NIK/NF-kappaB signaling (GO:1901224);positive regulation of stress-activated MAPK cascade (GO:0032874);protein autophosphorylation (GO:0046777);protein phosphorylation (GO:0006468);regulation of hematopoietic progenitor cell differentiation (GO:1901532);regulation of hematopoietic stem cell differentiation (GO:1902036);regulation of hematopoietic stem cell proliferation (GO:1902033);regulation of NLRP3 inflammasome complex assembly (GO:1900225);regulation of protein phosphatase type 2A activity (GO:0034047);regulation of translational initiation by eIF2 alpha phosphorylation (GO:0010998);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);transcription, DNA-templated (GO:0006351);translation (GO:0006412);viral life cycle (GO:0019058);","ATP binding (GO:0005524);double-stranded RNA binding (GO:0003725);eukaryotic translation initiation factor 2alpha kinase activity (GO:0004694);non-membrane spanning protein tyrosine kinase activity (GO:0004715);poly(A) RNA binding (GO:0044822);protein kinase activity (GO:0004672);protein phosphatase type 2A regulator activity (GO:0008601);protein serine/threonine kinase activity (GO:0004674);","cytoplasm (GO:0005737);cytosol (GO:0005829);membrane (GO:0016020);nucleus (GO:0005634);perinuclear region of cytoplasm (GO:0048471);ribosome (GO:0005840);","3D-structure;Acetylation;Alternative splicing;Antiviral defense;ATP-binding;Complete proteome;Cytoplasm;Direct protein sequencing;Host-virus interaction;Immunity;Innate immunity;Isopeptide bond;Kinase;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;RNA-binding;Serine/threonine-protein kinase;Transcription;Transcription regulation;Transferase;Tyrosine-protein kinase;Ubl conjugation.;"
"4759629",1626,"GO:0016021 // GO:0005886 // GO:0002322 // GO:0071222 // GO:0006954 // GO:0045087 // GO:0031666","B cell proliferation involved in immune response (GO:0002322);cellular response to lipopolysaccharide (GO:0071222);inflammatory response (GO:0006954);innate immune response (GO:0045087);positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666);","No_GOMF","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","3D-structure;Cell membrane;Complete proteome;Direct protein sequencing;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"4759629",946,"GO:0016021 // GO:0005886 // GO:0002322 // GO:0071222 // GO:0006954 // GO:0045087 // GO:0031666","B cell proliferation involved in immune response (GO:0002322);cellular response to lipopolysaccharide (GO:0071222);inflammatory response (GO:0006954);innate immune response (GO:0045087);positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666);","No_GOMF","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","3D-structure;Cell membrane;Complete proteome;Direct protein sequencing;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU000077_v1.1",1792,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",1908,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",1948,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",1949,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",2163,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",2349,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",2853,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",310,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",3147,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",3717,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",4146,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",705,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
